GeneENSG	AOCS_001	AOCS_004	AOCS_005	AOCS_034	AOCS_055	AOCS_056	AOCS_057	AOCS_058	AOCS_059	AOCS_060
ENSG00000000003	12.5058533098788	11.9529577637418	13.58724744576	14.4723804171644	14.1341575476026	12.3238076038039	12.5667384860094	13.7878211721848	12.5498052055706	13.9136795501178
ENSG00000000005	6.41561691626983	4.43069118765777	4.38828047634714	6.47126245631858	5.61310475570508	4.20983551068029	5.54952358805411	7.14429870003454	4.38590823272945	5.09749749477472
ENSG00000000419	13.2816725905643	12.3558383869616	12.9440720787857	13.1171087234878	13.7703375266	11.1780454064	12.4164120700902	11.8984567492973	13.2919588431727	12.7340533300573
ENSG00000000457	11.5437903063989	11.5515576395347	11.9305923617928	11.2380020501006	11.2621266172905	9.35589344807448	10.9013173187833	9.75567418405835	11.6989295973309	11.6168006658309
ENSG00000000460	11.4611248175961	11.9824751645445	10.3037327503912	10.7974532981386	11.8898821443886	9.66289022700683	10.4468005469516	10.0480184835788	10.9783314048031	11.3634222920836
ENSG00000000938	9.83828715172365	10.1379855664848	8.93967436807304	9.3191069488106	7.75654629321254	8.64214258842314	10.3648621460309	6.45908959957143	8.2030849348321	9.22397022498634
ENSG00000000971	13.2889338177589	14.147792418354	11.0203389678405	11.0784648939541	12.0698050105412	13.4260703924377	14.4415287511454	12.0389390298502	13.3177408624786	12.5319049235685
ENSG00000001036	11.8612419597589	12.524977323166	12.4679051913185	13.0067849910417	13.2403323702695	12.7143461707222	11.9351407109681	12.6177474643203	12.3833334248396	12.4825430516487
ENSG00000001084	12.3285515779581	11.3560509571433	11.8536674918119	12.0740412758394	11.7959228009672	10.6287711291897	11.6567978512272	9.37624787720677	11.3625742891422	11.1385838173979
ENSG00000001167	12.5409295103199	12.1972595794994	12.0385061297076	11.8923574756916	12.554495917402	10.4793048882285	11.592961406351	10.4225439992364	12.0981479320424	12.8309080049708
ENSG00000001460	10.0040307276749	10.7070774724639	11.0328693996504	10.6752600801524	9.55547990833331	9.72300912722529	10.2143563848633	10.6064387885435	10.5193018103799	9.70006853203711
ENSG00000001461	12.5435474549011	13.2920846164087	12.4751388430041	13.3903524269094	11.3349082068664	11.5640992046911	12.4106246292092	12.1314146545355	12.9002856868561	12.0587512740367
ENSG00000001497	12.0782054668038	11.5586125276829	13.06051007652	12.4271027961021	11.9781960479467	13.2144076315776	11.9465533903076	13.6187171564674	11.6940465961578	12.3808628339177
ENSG00000001561	11.1711520504485	11.9916519597031	11.8857837303477	12.3653228032891	11.7306140495744	9.67674953543366	11.7360924378288	10.1135921168792	11.2315694679813	11.5559194642507
ENSG00000001617	13.3037602828519	12.8256012985844	13.1843974742463	11.9798499066065	12.595322993553	12.8415978126637	12.6246922735615	12.4950144657642	13.1130529314945	12.8799335497279
ENSG00000001626	7.1391165904607	8.84850890651872	10.07302986112	6.38003879527679	10.8249486670267	9.37690739944501	10.8835866526518	8.96569856557797	9.97289503735835	8.42497798924547
ENSG00000001629	13.4265392528952	13.2614247803157	13.2086970329118	11.9043243168646	13.370289727401	12.1196108402952	13.3541022301827	10.4852878635746	12.7953766579175	12.5083307926172
ENSG00000001630	13.7066005585606	13.777354109115	13.014789682314	14.5983107254501	13.2596615564779	10.3957318195297	12.9143988192094	13.3415430511836	12.4996195486233	12.1963708687312
ENSG00000001631	12.7316816444343	12.393108354543	12.5334104546837	11.7560058570826	12.1993354091236	10.513612894874	12.372521676508	10.881755693345	12.4668233426966	11.8832711254445
ENSG00000002016	10.9169305577125	10.3014254567297	10.4796047049142	9.73244372782106	10.3138257806904	10.6229317881209	10.6719940079378	9.20424750093254	11.1911539395042	10.4772088858296
ENSG00000002330	11.6094091512835	12.2776193122609	11.6421105322027	13.7859513424024	11.6786379766034	13.0126391396425	11.2376738625503	14.0393702238756	12.5429650499257	11.9962446567602
ENSG00000002549	14.1759762263836	14.3699736442027	13.9653325539647	14.5767010412834	13.4787538280787	10.2210062380842	14.1146980806573	14.5311484315447	13.2383005413207	14.6685944979323
ENSG00000002586	13.1897344390886	13.7913690919733	13.1968959109525	14.5756249146497	13.1103686645994	13.2227399197796	14.2410191390787	13.8425036072109	13.7078739399118	13.0795537831345
ENSG00000002587	10.4055699150562	9.92554315839264	9.55469377291942	11.409177011923	9.33103183630831	6.21221136850073	9.72150205813434	9.01558591741376	8.12316504537442	9.73167005044646
ENSG00000002726	9.5031064644772	5.64265116776667	7.35372680952864	13.2094895714063	13.7260635580202	9.87134115964981	9.33831670337262	9.19364973056628	8.22567199773461	9.89134579527263
ENSG00000002745	4.63218606303839	5.33999945128096	5.37765531683762	7.65114416982629	5.36399824828596	5.83750902909398	4.74824582105864	5.45903873234135	6.94509115689705	5.61201316932058
ENSG00000002746	6.72923233054409	7.78430204386149	6.02376495550642	7.53252340434821	6.543451861412	5.94835657013227	8.16695606847668	8.63553701891789	8.52942436984199	6.22788990529732
ENSG00000002822	10.1222598659995	11.4797528867267	10.9350141337998	10.4750554848392	11.7897678021348	13.9539832521375	10.4739119880197	14.6943598152597	11.0677580253293	11.149041747262
ENSG00000002834	13.9554457154726	14.3434758170912	13.704569289294	14.2945254486007	13.6860886954436	13.2189492152352	14.5559061362124	13.1985903730336	13.9014010541416	14.812860551112
ENSG00000002919	11.1082906299265	11.9356635037446	10.8825727620846	10.3864135997278	11.0550218992357	9.94744935064651	11.257609517555	11.0358667727948	11.3124697325373	11.2725457585014
ENSG00000002933	11.1066764315529	11.6779917680925	8.51579214329397	12.3600231938171	15.0067606063251	10.7323933438083	11.9669294007403	9.70960059522231	10.7662984659264	10.3879857383397
ENSG00000003056	13.8384160875192	13.4902260051295	13.6837518623726	13.8391333200887	13.8479076635158	15.5482684172288	14.1807952352342	15.1831678563407	14.3150759234831	13.5740423519849
ENSG00000003096	7.66672364791642	6.24122023423234	10.7230867500729	12.3758187263512	9.83623865344642	9.15636251871546	7.38908915732093	8.11921646818433	7.79399369027007	9.04452753316509
ENSG00000003137	7.08433533529993	8.31607720116461	4.3493968211461	4.97826595618105	6.05900658278475	7.10858693739752	7.76642750932275	4.53003285165566	6.65698765506365	9.18972673850738
ENSG00000003147	10.2617720703166	12.2221876253256	11.8883288339264	11.1487870095199	12.9530012603795	11.2057047272442	10.0489655370267	11.3502393360663	11.3114996081725	11.4525537597743
ENSG00000003249	9.97193803958758	10.6601030119761	11.8518352624148	10.4857144862502	10.4944410566821	11.3385655477992	9.0197705386241	11.1077543281633	11.2064154875199	10.5192801204468
ENSG00000003393	11.2833702192976	11.3235447915944	12.410368412638	11.4161281503433	11.8993884615188	10.1767804347491	11.577235144397	10.9585061326531	12.0833445272247	11.7496330070417
ENSG00000003400	10.9362483256363	11.5000590058321	11.1853761609029	10.9918450678603	8.21079070391584	11.8821900101894	11.3188387685982	12.2737447786862	11.0647011128566	9.88485462116141
ENSG00000003402	13.6563586571433	13.840609797625	14.320134328015	14.2808130543585	13.5274564796959	13.37365518179	13.6569564944192	13.9956699395082	13.645341445005	13.4500695566431
ENSG00000003436	12.7795395957613	14.6610727861732	13.6281761665244	12.1879737387625	11.4869428427844	10.4980454712405	12.7776446567565	9.89042545332675	12.7896094608114	13.1337491237235
ENSG00000003509	10.9078701036423	10.8791821752609	10.6562718725233	11.0666433308146	11.810801436079	11.1246945403801	10.3506343782083	10.903385598262	11.4322619668788	11.7041253698778
ENSG00000003756	13.7149586983511	14.1179207640523	13.3853859286792	12.9090622714677	12.9697579518609	13.6521833982835	13.9344471895687	12.2163691619086	13.6464482392451	13.6499174804482
ENSG00000003987	7.12429456582197	6.50161914173179	8.98354688417088	6.49464006372011	6.2402013168511	7.57011272980641	6.79634409220556	5.24528141727413	7.73247565416627	7.1813642241591
ENSG00000003989	12.3950542543245	8.23547453094977	14.9392411778905	10.4693083926626	8.38540476225293	11.2861612510083	9.48065682179394	9.71222188054332	11.0040219617148	8.99706348466692
ENSG00000004059	13.9313307709722	14.055763644952	15.0621117894627	14.7095494375474	15.160234965616	13.9729856051235	13.643872189507	15.3863128591758	14.3218582633095	13.6308705115475
ENSG00000004139	11.1285749344307	10.0468590883933	11.7238828659943	11.8134864115623	11.675858309556	10.7371854970071	10.6447059493745	7.84722342947362	11.0194278677605	11.6007608885319
ENSG00000004142	12.4880530747339	11.9104101559677	12.855261896899	14.3622344144828	13.9639837721741	12.4178902946591	12.2572793850553	13.3820848498555	12.7927911074047	13.360691472508
ENSG00000004399	12.49799364457	14.1165842441611	11.3713355181784	12.6637764272752	12.5773915349418	13.175952470691	13.0296461555023	14.3832246855053	11.9321799108126	12.3364081986241
ENSG00000004455	14.846110194375	14.8978011280557	14.4073172754639	15.4727639640207	14.5577929658388	14.3719958933868	15.0304859367319	14.7037457714301	14.9129754040364	14.7234771162103
ENSG00000004468	9.11710009436785	9.04578543873434	9.30945304055351	9.5114971563948	8.18362247745235	5.49880813207101	9.66515148628242	7.71608651544373	8.37197514550547	8.76949253488471
ENSG00000004478	15.7198480754236	15.1628516395146	16.0099793436196	16.2543464409714	16.3530446481374	14.1739546407441	16.8592035106698	15.5582748943382	16.6115209439956	15.6986346737942
ENSG00000004487	13.3195294613135	13.4450477790544	13.50899627894	14.000639710869	14.1663823911269	13.6721950338978	13.413948863334	13.7830239209821	13.5879373284747	13.9905095436881
ENSG00000004534	12.5443801171465	12.6699842040316	13.0540993445183	12.3079057828726	12.6983749753786	15.0182110938386	13.3854187884274	13.1424664439255	12.5738145889932	13.3303623641877
ENSG00000004660	10.4203484014382	8.71402749912894	9.40236282020409	10.1457531646943	10.6753389345716	9.22513264358975	9.31604217185927	10.1382495211385	9.75486481959503	10.6061589976304
ENSG00000004700	12.9074251395564	13.2892758450396	12.1176892365036	11.9377067060779	11.9982146197143	10.382475596109	13.3818426003054	10.6060714075511	13.1661386050189	13.1309100865511
ENSG00000004766	12.768579579638	12.4707723042429	11.8835123518631	11.1410173910243	12.1931429425733	10.9603689196982	11.8177205825983	9.86281393210117	11.9244109902625	12.9204082922167
ENSG00000004776	9.14436373555213	8.66275064047143	10.3412982115736	10.5676663862005	9.50358055933047	11.932966656729	9.31361328895922	10.0924043961326	9.84062572309542	9.37034733947291
ENSG00000004777	10.0596608421017	10.604393617516	8.86954505749302	8.60660085019434	11.2255673380362	11.3566035870892	11.50835544455	10.7381383943248	9.2195196008634	9.54943022624641
ENSG00000004779	12.9194738442753	12.6526641419839	12.8426102358383	13.7345996173813	12.4668664582225	12.5425328901349	12.8997801129647	15.9473856367752	13.1247351068522	12.4367670111043
ENSG00000004799	13.0900179363943	10.2795552633656	12.283977792178	9.79290964153633	11.1154282729314	10.1312640884782	11.9746548712546	10.8453171291863	10.0419855182263	11.5381598353243
ENSG00000004809	5.73866071537161	5.93212146394556	7.11221026501727	7.68301806939493	7.91200803572875	7.99107166389658	6.63927349058328	9.45418320813336	7.40787051346154	7.58586213741264
ENSG00000004838	8.38156603568155	8.31337118265477	12.6990637197387	8.5730499173225	8.74333650203654	11.4040630397393	8.22749440758374	11.4699224413908	8.67515660262057	7.04526370156657
ENSG00000004846	4.94726043016284	6.05879019203684	5.49164447525682	6.89251565427099	5.54186083785652	7.11534601369676	7.02846890707783	6.96389823546391	5.2267051174867	5.91378781429644
ENSG00000004848	6.44395754215867	3.97789726893595	9.19661412388372	10.176673881473	7.30279781903423	4.81770693409402	3.82982725856707	7.29058656513521	4.24750133667212	3.5907079313558
ENSG00000004864	12.4257233150954	12.1591629594084	12.4438668866539	12.6518344895925	13.5339881826213	10.8723749136802	11.7123924055848	11.9708267611629	12.1052712680234	13.4947699924034
ENSG00000004866	11.4494796919135	11.8004941106299	12.3831291713507	12.9341480557328	12.5624853557763	11.9050188970817	11.4689443791929	12.9294880380235	11.9090065294086	11.5978970310366
ENSG00000004897	13.5387717162244	14.2502442144499	13.1465656451606	12.1906774848245	13.2839870921851	9.96470852911425	13.1265499944699	11.8843304421809	13.7140488275474	13.6660978522758
ENSG00000004939	5.31790728855942	5.54188487222183	5.31235018496807	4.93901203316451	5.3267280823782	6.41043115494623	5.81939021296297	6.17777943210863	5.21363545454576	5.53742070555876
ENSG00000004948	5.01455442517339	5.55450538984424	4.39099573819229	4.87156730424473	5.42953130674712	3.79973762279484	5.07903723383082	3.20797599940951	6.08384771414163	4.89040180044328
ENSG00000004961	11.2432734990956	11.0856901202103	10.6955843905548	11.897349070359	11.4119215894521	9.45475101602744	11.1775037787736	12.3129808885184	10.4345853473814	10.6996871723625
ENSG00000004975	11.7818777227876	12.8977299806608	12.354489562356	12.2769228341792	12.3522836469619	10.2816147828825	12.1099690672184	10.7709148168693	12.762302643361	13.0459954081133
ENSG00000005001	10.7032759761708	11.2568565763786	10.5985605204136	12.905227242679	11.5052936557178	11.1410451336817	9.0001247201579	11.6009305707471	10.4576977419196	9.52932868093083
ENSG00000005007	14.0841643911508	13.6537607997379	13.185611363676	14.4911989179319	14.1043331886088	14.5597822320272	13.4819691204705	14.125744516732	13.4795129446428	13.7120887306155
ENSG00000005020	12.8245226583464	12.4743126136153	10.2432807286792	12.0395436645722	11.9411554676075	8.40485924974615	12.3307989065284	10.7445752426616	11.8101465887	10.1606741006606
ENSG00000005022	16.598605080399	14.997514291236	15.3955275347086	16.0404580887173	15.2256442298297	13.4662396503978	15.5528526027815	17.1642515310382	15.621631896013	15.9952120107223
ENSG00000005059	11.2247133016969	11.4141127662814	11.73222698609	11.1158276734596	11.0991256251406	9.84099016198238	11.3629723008837	11.4457324695552	9.59781520874541	10.5141748486098
ENSG00000005073	4.17998373644393	5.64607825141877	3.8158434559567	7.23587166936239	7.1080226423147	5.07984887255769	6.05200054664519	3.20797599940951	5.27619726421391	4.46827709897253
ENSG00000005075	13.8314960396907	13.822650476099	14.4895029878442	13.9028141017206	14.8676101041082	14.6874524132288	13.5842894659843	15.8797968396292	13.9827254622973	13.3102872899949
ENSG00000005100	11.3969893121531	11.4119579439405	11.2710133952122	11.1735677789729	11.6540128837708	11.0541854658614	10.8155078159676	10.4714884938397	11.657874810633	12.1002313463771
ENSG00000005102	11.5720644511139	12.109108051663	8.60610566746699	6.23786575395466	10.4158066906863	6.91614634219302	8.65171676746054	10.2055585243769	11.0178762331952	11.4077902237509
ENSG00000005108	8.64859774636548	7.91820533072178	7.26107119242127	7.61934320404249	9.88540710519988	6.03018518867784	7.57060072876677	6.48739897799121	10.5055565415931	9.35592194453425
ENSG00000005156	11.6090316670958	11.0355388200965	12.873733214544	12.219012086179	11.9029921618093	9.58583576020037	11.5416446643168	9.44965811531264	12.5392640663517	13.428596285297
ENSG00000005175	11.6645191107598	11.7997533456219	12.3922520549446	12.0038991415552	12.6912504920619	11.0244979228531	11.726686268904	11.3263595906411	11.3037404230281	12.0423228373414
ENSG00000005187	10.3662164528387	8.54209148448386	10.892501311265	13.000047665406	10.7381058794585	11.8775562396541	9.92218537161316	12.9945803564571	11.2566363044678	10.5155143726134
ENSG00000005189	9.28782340105409	9.79117482444273	10.0071912561485	10.3727363169481	9.52592985785632	8.8970841040095	9.26544948704253	10.7954591967877	8.6739031844019	9.31054820042144
ENSG00000005194	13.1674476674632	12.9058295500877	13.4572282133932	12.1113447216055	12.789645538949	10.5057421648194	12.2095645794781	12.5735564610361	13.1517781364556	12.7603310039601
ENSG00000005206	12.3403303009043	12.8745264182953	12.0334978038703	12.5488430695385	11.8766348299364	11.793840038573	12.052459197435	12.0730911572223	11.6547761557191	12.1306177296598
ENSG00000005238	10.5574656389277	11.5213659774848	9.95230617133126	9.87303736535808	10.8216809872689	9.66707794219391	11.1443869508738	10.6935505146409	10.9380665647918	10.1176854455412
ENSG00000005243	9.88617551637678	11.1316170541599	7.40659381183488	9.17275026422289	9.54336627025791	10.1901005345513	10.8772857777328	10.4338492781208	11.2491883279632	8.93940072859377
ENSG00000005249	10.4750617808489	8.39886090756077	10.9508839398296	9.89279100771359	10.6716999730976	6.94595483637297	10.4876005305773	9.03562343543724	10.0664782718663	10.1612345768567
ENSG00000005302	12.4385345536637	12.3127655811655	11.8660344789478	11.9930931172816	11.5651378666141	12.2357736791662	12.4010925858318	11.5496473140645	11.7524089406145	12.4489070190604
ENSG00000005339	13.083185530088	13.0490553964818	13.0018920840983	12.4333388295288	12.4775894497922	14.3397133177937	13.136598573863	11.6756047369529	13.1067977854184	13.1645998424576
ENSG00000005379	11.8898809964354	10.0522962627788	12.793734768618	10.0847041090785	11.6199002222331	12.7128094803624	10.766191394778	11.1950915844982	11.6077430575831	12.4057564197812
ENSG00000005381	5.61151110527675	5.1996186793757	7.59168429519008	4.4949416114382	7.03281669424947	4.01073235952747	6.07609520798734	4.86619412711278	4.99901018944286	6.01692635193303
ENSG00000005421	6.34137590281337	6.82894356213969	4.97750662980738	5.10116540869973	8.70848533523004	4.84631390227362	8.5326983644371	8.74087807087503	6.026444870425	6.86979712778015
ENSG00000005436	10.3903081966337	10.3860695295822	10.9268143657031	9.87785076229992	10.9421363487747	12.0824619015519	10.2171771748906	12.6553389925171	10.7765375238923	10.8646594826451
ENSG00000005448	10.3465645346093	11.3193635665453	11.6636035417048	9.48099198483489	11.4094439151917	13.0883196599198	11.4049639722827	13.1997642266815	11.0668438132798	12.225554326668
ENSG00000005469	10.5003501052806	10.341161459341	11.3111017112772	9.94909537721237	10.2298293086313	9.34211734003972	10.1516657530517	9.83695096035602	10.6560969025421	9.96922546282053
ENSG00000005471	6.90381862541195	6.79429946083538	5.29398294488761	5.60658180705769	5.9278760861843	7.75409644748491	6.51025427449283	5.9606731700033	6.07398460301519	5.74886944673577
ENSG00000005483	13.9392600360676	13.4952599052673	13.1764708968434	11.9594501525498	13.261853308714	11.7895862819	13.8362408379356	10.8720338434118	13.1344158218284	13.0995791635586
